Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time,,action,Length
10,0,-3,-1,0.056542158,,0,83
11,0,-2,-2,0.056542158,,0,83
10,0,-3,-2,0.057528973,,0,83
9,0,-2,0,0.058512926,,0,83
8,0,-2,-1,0.059510708,,0,83
9,0,-3,-2,0.059510708,,0,83
9,1,-2,-1,0.060508013,,0,83
9,0,-2,-1,0.060508013,,0,83
8,0,-3,-1,0.061505079,,0,83
8,0,-3,-1,0.062968731,,0,83
9,0,-2,-1,0.063610077,,0,83
8,1,-2,-1,0.063610077,,0,83
9,1,-3,-2,0.064609528,,0,83
8,0,-2,-2,0.064609528,,0,83
8,0,-2,-2,0.066635132,,0,83
8,0,-2,-2,0.066635132,,0,83
8,0,-2,-1,0.067602158,,0,83
7,0,-2,-1,0.068598986,,0,83
7,0,-2,-2,0.068598986,,0,83
7,0,-3,-1,0.069596052,,0,83
7,0,-2,-1,0.070593596,,0,83
8,0,-2,-1,0.070593596,,0,83
6,0,-3,-1,0.0715909,,0,83
6,0,-1,-1,0.072588444,,0,83
6,1,-3,-1,0.072588444,,0,83
6,0,-2,-1,0.073585749,,0,83
6,0,-3,-1,0.074593782,,0,83
6,0,-3,-2,0.074593782,,0,83
6,-1,-1,-1,0.076610804,,0,83
6,-1,-1,-2,0.077575207,,0,83
6,0,-2,-2,0.002187252,,0,64
6,0,-3,-2,0.003184319,,0,64
6,0,-3,-2,0.003184319,,0,64
6,0,-3,-2,0.004181385,,0,64
7,0,-2,-2,0.00517869,,0,64
7,1,-3,-1,0.00517869,,0,64
7,1,-2,-1,0.006176233,,0,64
8,1,-2,-1,0.007173538,,0,64
8,1,-2,-2,0.007173538,,0,64
9,1,-2,-1,0.008171558,,0,64
9,0,-2,-2,0.009168386,,0,64
10,0,-2,0,0.009168386,,0,64
9,1,-3,-1,0.011163712,,0,64
10,1,-3,-1,0.012160301,,0,64
10,0,-2,-2,0.012160301,,0,64
10,0,-3,-1,0.013157368,,0,64
10,0,-3,-1,0.014155149,,0,64
11,1,-3,-1,0.014155149,,0,64
11,1,-3,-1,0.015152216,,0,64
11,1,-3,-2,0.016149521,,0,64
11,0,-3,-2,0.016149521,,0,64
11,1,-3,-1,0.017146587,,0,64
12,0,-3,-2,0.018144131,,0,64
12,1,-2,-1,0.018144131,,0,64
12,1,-3,-2,0.019141436,,0,64
12,1,-3,-1,0.021136522,,0,64
12,1,-3,-1,0.022133827,,0,64
12,1,-4,-1,0.022133827,,0,64
11,1,-3,-2,0.023130894,,0,64
12,1,-2,-2,0.024128437,,0,64
11,1,-3,-1,0.024128437,,0,64
12,2,-3,-1,0.025126219,,0,64
11,1,-3,0,0.026123285,,0,64
11,1,-3,-1,0.026123285,,0,64
12,1,-2,-1,0.02712059,,0,64
11,2,-2,-1,0.028128147,,0,64
11,1,-3,-1,0.029115677,,0,64
12,2,-2,-1,0.029115677,,0,64
12,1,-3,-1,0.031110287,,0,64
11,1,-3,-1,0.032107592,,0,64
11,1,-3,-1,0.032107592,,0,64
11,0,-3,-1,0.033105135,,0,64
11,1,-3,-1,0.034102201,,0,64
11,1,-3,-1,0.034102201,,0,64
10,1,-2,-1,0.03510046,,0,64
11,1,-2,-1,0.036126375,,0,64
10,1,-2,-1,0.037111759,,0,64
10,2,-2,-1,0.037111759,,0,64
10,1,-3,-2,0.038112164,,0,64
9,1,-3,-1,0.038112164,,0,64
10,1,-3,-1,0.039109707,,0,64
9,0,-2,-1,0.041134119,,0,64
9,1,-3,-2,0.042102337,,0,64
9,1,-3,-1,0.042102337,,0,64
8,1,-3,-1,0.043098927,,0,64
8,1,-2,-1,0.043098927,,0,64
8,0,-2,-2,0.044096231,,0,64
8,0,-2,-2,0.04509306,,0,64
7,1,-1,-2,0.04509306,,0,64
6,0,-2,-1,0.046625137,,0,64
6,1,-2,-1,0.047268629,,0,64
6,0,-3,-2,0.047268629,,0,64
6,1,-2,-2,0.048279285,,0,64
6,0,-2,-1,0.048279285,,0,64
6,0,-2,-1,0.001339674,,0,64
6,0,-2,-2,0.00233674,,0,64
6,0,-2,-1,0.00233674,,0,64
6,-1,-2,-2,0.003333807,,0,64
6,0,-3,-2,0.004331112,,0,64
7,0,-3,-2,0.004331112,,0,64
6,0,-2,-1,0.005328655,,0,64
7,0,-3,-1,0.006326199,,0,64
6,-1,-2,-1,0.006326199,,0,64
7,0,-2,-2,0.007323265,,0,64
7,0,-3,-1,0.008320808,,0,64
7,0,-3,-1,0.008320808,,0,64
7,0,-3,-2,0.010315418,,0,64
7,-1,-2,-2,0.011312485,,0,64
8,0,-3,-2,0.011312485,,0,64
8,0,-2,-2,0.012310266,,0,64
8,1,-3,-1,0.013307333,,0,64
8,0,-2,-1,0.013307333,,0,64
9,1,-2,-1,0.014304638,,0,64
8,0,-3,-2,0.014304638,,0,64
10,1,-3,-2,0.015302658,,0,64
8,0,-3,-1,0.016299725,,0,64
8,1,-2,-1,0.016299725,,0,64
9,0,-2,-1,0.017296791,,0,64
9,0,-2,-1,0.018294573,,0,64
9,0,-2,-2,0.018294573,,0,64
9,0,-2,-2,0.020289421,,0,64
10,0,-3,-1,0.021286249,,0,64
10,0,-2,-1,0.021286249,,0,64
9,0,-3,-2,0.022283792,,0,64
9,0,-2,0,0.023281097,,0,64
10,0,-3,-1,0.023281097,,0,64
10,-1,-2,-1,0.024278164,,0,64
9,0,-3,-2,0.025275707,,0,64
9,1,-3,-1,0.025275707,,0,64
9,0,-3,-2,0.026273012,,0,64
9,0,-3,-2,0.027282476,,0,64
9,0,-3,-2,0.027282476,,0,64
9,1,-3,-2,0.028297663,,0,64
9,1,-3,-2,0.029302835,,0,64
9,0,-2,-1,0.034849405,,0,64
9,0,-2,-1,0.035805702,,0,64
9,0,-2,-2,0.035805702,,0,64
8,0,-3,-2,0.036838531,,0,64
8,0,-2,-2,0.036838531,,0,64
8,0,-3,-2,0.03780365,,0,64
8,0,-1,-1,0.03883028,,0,64
9,1,-3,-2,0.03883028,,0,64
7,0,-3,-1,0.039798498,,0,64
7,0,-3,-2,0.040818453,,0,64
7,0,-3,-2,0.040818453,,0,64
8,0,-2,-1,0.041793346,,0,64
8,0,-2,-2,0.042812586,,0,64
7,1,-2,-1,0.042812586,,0,64
7,0,-2,-1,0.045098543,,0,64
6,0,-3,-2,0.045098543,,0,64
7,0,-2,-1,0.04654789,,0,64
6,0,-2,-2,0.04654789,,0,64
6,0,-1,-1,0.047547579,,0,64
6,-1,-1,-1,0.048544884,,0,64
6,0,-2,-2,0.049777269,,0,64
6,0,-2,-1,0.050418854,,0,64
6,-1,-2,-1,0.050418854,,0,64
6,-1,-3,-1,0.051418304,,0,64
6,-1,-2,-2,0.00331521,,0,77
6,0,-2,-2,0.004328251,,0,77
6,1,-2,-2,0.006319046,,0,77
6,0,-2,-1,0.007674217,,0,77
6,0,-2,-2,0.008312225,,0,77
6,0,-3,-2,0.008948326,,0,77
6,0,-3,-2,0.009585142,,0,77
6,1,-3,-1,0.010279179,,0,77
7,0,-2,-2,0.010279179,,0,77
7,0,-3,-1,0.011279345,,0,77
7,1,-3,-1,0.011279345,,0,77
7,0,-2,-2,0.013274908,,0,77
6,0,-3,-1,0.014270306,,0,77
7,0,-2,-2,0.014270306,,0,77
6,0,-3,-1,0.015268087,,0,77
7,0,-2,-1,0.015268087,,0,77
7,0,-3,0,0.016273737,,0,77
7,0,-3,-2,0.017262936,,0,77
8,1,-2,-2,0.017262936,,0,77
7,0,-3,-2,0.018260241,,0,77
8,1,-3,-2,0.019257545,,0,77
8,1,-2,-1,0.019257545,,0,77
9,0,-2,-1,0.020255089,,0,77
8,1,-3,-1,0.021252155,,0,77
9,1,-3,-1,0.021252155,,0,77
9,1,-3,-1,0.023247004,,0,77
9,0,-2,-1,0.024244547,,0,77
9,1,-2,-2,0.024244547,,0,77
9,0,-3,-2,0.025241613,,0,77
9,0,-3,-2,0.026240826,,0,77
9,1,-2,-1,0.027237415,,0,77
9,0,-3,-1,0.027237415,,0,77
9,1,-3,-1,0.028234005,,0,77
10,1,-2,-1,0.02923131,,0,77
9,1,-3,-1,0.030228853,,0,77
10,0,-3,-2,0.030228853,,0,77
10,1,-3,-2,0.03122592,,0,77
10,2,-2,-1,0.033221245,,0,77
9,0,-3,-1,0.034217596,,0,77
10,1,-2,-2,0.035214901,,0,77
10,1,-3,-1,0.036212444,,0,77
11,1,-3,-2,0.036212444,,0,77
10,1,-3,-1,0.037209988,,0,77
11,0,-2,0,0.038206816,,0,77
11,1,-3,-1,0.038206816,,0,77
10,0,-2,-2,0.039204359,,0,77
11,0,-3,-2,0.040201187,,0,77
10,1,-3,-1,0.040201187,,0,77
10,1,-3,-1,0.041198969,,0,77
11,1,-2,-2,0.042196989,,0,77
11,2,-2,-1,0.043194056,,0,77
10,1,-2,-2,0.044190884,,0,77
10,1,-3,-2,0.045188665,,0,77
11,1,-2,-1,0.045188665,,0,77
10,0,-3,-2,0.046185493,,0,77
10,1,-3,-1,0.04718256,,0,77
10,1,-3,-1,0.048181295,,0,77
9,1,-3,-2,0.048181295,,0,77
9,1,-2,-2,0.049177647,,0,77
9,0,-2,-2,0.049177647,,0,77
9,1,-3,-1,0.050174952,,0,77
10,0,-3,-2,0.051172256,,0,77
9,0,-2,-2,0.051172256,,0,77
9,1,-3,-2,0.053196907,,0,77
9,0,-2,-2,0.054165125,,0,77
9,0,-3,-1,0.054165125,,0,77
8,1,-2,-2,0.055161715,,0,77
9,0,-2,-1,0.056159496,,0,77
8,0,-3,-1,0.056159496,,0,77
8,0,-2,-1,0.057156086,,0,77
7,-1,-2,-2,0.057156086,,0,77
7,0,-2,-1,0.058153152,,0,77
7,0,-3,-1,0.059151173,,0,77
6,1,-1,-1,0.059151173,,0,77
6,-1,-2,-2,0.060149193,,0,77
6,-1,-2,-2,0.061175823,,0,77
6,0,-1,-2,0.062144995,,0,77
6,0,-2,-1,0.004038811,,0,52
6,1,-2,-2,0.005041838,,0,52
6,0,-2,-2,0.006596088,,0,52
6,0,-2,-2,0.007597923,,0,52
6,-1,-2,-1,0.007597923,,0,52
6,0,-2,-2,0.008594036,,0,52
6,0,-2,-1,0.009591818,,0,52
6,-1,-3,-1,0.009591818,,0,52
7,-1,-3,-2,0.011585712,,0,52
6,1,-3,-1,0.011585712,,0,52
6,0,-3,-2,0.012584209,,0,52
6,1,-3,-1,0.012584209,,0,52
6,0,-2,-1,0.013580799,,0,52
6,-1,-3,-2,0.014578581,,0,52
7,0,-3,-1,0.014578581,,0,52
6,-1,-3,-1,0.015575886,,0,52
8,0,-3,-2,0.016573191,,0,52
7,0,-3,-1,0.016573191,,0,52
7,0,-2,-2,0.017570734,,0,52
7,1,-3,-1,0.018568039,,0,52
8,0,-2,0,0.018568039,,0,52
8,-1,-2,-1,0.020572662,,0,52
7,-1,-3,-2,0.021589518,,0,52
8,1,-2,-2,0.022586584,,0,52
8,1,-3,-2,0.022586584,,0,52
8,1,-2,0,0.023554564,,0,52
7,0,-2,-1,0.024551392,,0,52
8,0,-2,-1,0.024551392,,0,52
8,1,-2,-1,0.025549173,,0,52
8,0,-3,-2,0.02654624,,0,52
9,1,-3,-2,0.02654624,,0,52
9,0,-3,-1,0.027543545,,0,52
8,0,-3,-1,0.028541088,,0,52
9,1,-2,-1,0.028541088,,0,52
8,1,-2,-1,0.030567646,,0,52
8,-1,-2,-2,0.031563997,,0,52
8,0,-3,-1,0.031563997,,0,52
8,0,-2,-1,0.032531023,,0,52
8,0,-3,-1,0.033557892,,0,52
7,0,-3,-1,0.033557892,,0,52
8,-1,-2,-1,0.03452611,,0,52
8,0,-3,-2,0.035552979,,0,52
8,0,-2,0,0.035552979,,0,52
7,1,-3,-1,0.036523342,,0,52
7,0,-3,-2,0.037547827,,0,52
7,0,-3,0,0.037547827,,0,52
6,0,-3,-2,0.038515091,,0,52
6,0,-2,-2,0.040538549,,0,52
6,0,-3,-1,0.041538715,,0,52
6,0,-2,-2,0.041538715,,0,52
6,0,-2,-1,0.042503595,,0,52
6,-1,-2,-2,0.043503284,,0,52
6,0,-2,-2,0.003789663,,0,68
6,0,-3,-2,0.004782677,,0,68
6,0,-2,-1,0.005814075,,0,68
6,-1,-2,-2,0.006811142,,0,68
6,1,-3,-1,0.007772446,,0,68
6,0,-2,-2,0.009089231,,0,68
6,1,-2,-1,0.009089231,,0,68
6,0,-2,-2,0.010089636,,0,68
6,1,-3,-2,0.010089636,,0,68
6,1,-3,-1,0.012108326,,0,68
6,0,-2,-1,0.012865782,,0,68
6,0,-2,-2,0.013494253,,0,68
6,0,-3,-1,0.014070749,,0,68
6,1,-2,-1,0.014070749,,0,68
7,0,-3,-1,0.015094042,,0,68
6,0,-3,-1,0.015094042,,0,68
7,1,-2,-1,0.016713619,,0,68
7,1,-3,-2,0.017344236,,0,68
7,0,-2,-2,0.017974615,,0,68
7,0,-2,-2,0.017974615,,0,68
7,1,-3,-2,0.018974304,,0,68
7,1,-3,-2,0.018974304,,0,68
7,1,-2,-2,0.019971609,,0,68
8,0,-3,-2,0.021967649,,0,68
7,1,-3,-2,0.022963524,,0,68
8,1,-3,-1,0.022963524,,0,68
7,1,-3,-1,0.023961067,,0,68
7,2,-3,-2,0.024958611,,0,68
7,1,-2,-2,0.024958611,,0,68
7,1,-3,-2,0.025955677,,0,68
8,1,-3,-1,0.026979685,,0,68
7,1,-3,-2,0.028007269,,0,68
7,1,-2,-2,0.028636694,,0,68
7,1,-4,-1,0.028636694,,0,68
8,1,-2,-1,0.029636621,,0,68
8,1,-2,0,0.029636621,,0,68
7,0,-3,-1,0.031655312,,0,68
8,1,-3,-2,0.031655312,,0,68
8,0,-3,-2,0.03319025,,0,68
8,0,-2,-2,0.033823967,,0,68
8,1,-2,-1,0.034454584,,0,68
8,1,-2,-1,0.035087585,,0,68
8,1,-3,-1,0.035718679,,0,68
8,0,-3,-1,0.035718679,,0,68
9,1,-3,-1,0.03671813,,0,68
8,0,-2,-2,0.03671813,,0,68
8,1,-2,-1,0.037715673,,0,68
8,0,-3,-2,0.038713217,,0,68
8,0,-3,-2,0.038713217,,0,68
7,0,-3,-2,0.039710045,,0,68
8,1,-2,-2,0.04173851,,0,68
8,1,-2,-2,0.042702675,,0,68
7,0,-2,-2,0.043701172,,0,68
7,0,-3,-2,0.044399023,,0,68
7,0,-2,-2,0.045031548,,0,68
7,0,-2,-1,0.045665741,,0,68
7,1,-2,-2,0.046298504,,0,68
7,1,-3,-1,0.046298504,,0,68
8,0,-2,-1,0.047298431,,0,68
7,0,-2,-1,0.047298431,,0,68
6,0,-2,-1,0.048295259,,0,68
6,0,-2,-2,0.049292326,,0,68
6,1,-3,-1,0.049292326,,0,68
6,0,-2,-2,0.050290346,,0,68
6,1,-3,-2,0.052660704,,0,68
6,1,-3,-2,0.053326368,,0,68
6,0,-2,-2,0.053326368,,0,68
6,-1,-2,-2,0.054326296,,0,68
6,0,-2,-1,0.002674341,,0,46
6,1,-2,-1,0.002674341,,0,46
6,1,-2,-1,0.003674984,,0,46
6,0,-2,-1,0.003674984,,0,46
6,1,-2,-1,0.00467205,,0,46
6,1,-2,-2,0.005669832,,0,46
6,0,-3,-2,0.005669832,,0,46
6,0,-2,-1,0.007264853,,0,46
6,0,-3,0,0.007264853,,0,46
6,0,-3,-1,0.00826478,,0,46
8,1,-2,-1,0.00826478,,0,46
7,0,-3,-2,0.009261847,,0,46
8,1,-2,-1,0.011288404,,0,46
8,1,-3,-1,0.011288404,,0,46
8,0,-3,-1,0.012254,,0,46
7,1,-2,-1,0.013251305,,0,46
8,1,-2,-1,0.013251305,,0,46
8,0,-3,-1,0.014786243,,0,46
8,0,-3,-2,0.014786243,,0,46
8,0,-2,-1,0.015786171,,0,46
8,0,-2,-1,0.015786171,,0,46
8,0,-2,-1,0.016782999,,0,46
8,0,-3,-1,0.017780542,,0,46
9,0,-2,-1,0.017780542,,0,46
8,1,-3,0,0.018778563,,0,46
8,1,-2,-1,0.020804882,,0,46
8,1,-2,-2,0.021773338,,0,46
8,1,-2,-1,0.021773338,,0,46
9,0,-3,-1,0.022767782,,0,46
8,0,-2,-2,0.023765087,,0,46
9,0,-2,-1,0.023765087,,0,46
9,1,-3,-1,0.024762154,,0,46
9,1,-3,-1,0.02575922,,0,46
8,0,-1,-1,0.02575922,,0,46
9,1,-2,-1,0.027213335,,0,46
8,1,-2,-1,0.027851343,,0,46
9,0,-1,-1,0.027851343,,0,46
7,0,-3,0,0.028851509,,0,46
7,1,-3,-2,0.028851509,,0,46
8,1,-2,-1,0.030846357,,0,46
7,1,-3,-2,0.031842709,,0,46
8,0,-2,-1,0.032840252,,0,46
6,1,-2,-1,0.032840252,,0,46
7,0,-2,-1,0.033837795,,0,46
6,1,-2,-1,0.034834623,,0,46
6,-1,-2,-1,0.034834623,,0,46
6,1,-3,-2,0.00462985,,0,58
6,0,-3,-1,0.006048441,,0,58
6,1,-3,-1,0.007334471,,0,58
6,1,-2,-1,0.008541107,,0,58
6,0,-3,-2,0.009583712,,0,58
6,1,-3,-2,0.010577202,,0,58
6,1,-3,-2,0.013356209,,0,58
6,1,-3,-1,0.014595985,,0,58
6,0,-3,-1,0.0157125,,0,58
6,0,-3,-2,0.016747236,,0,58
6,1,-3,-1,0.017741203,,0,58
7,0,-3,-2,0.018737793,,0,58
6,1,-3,-2,0.019735098,,0,58
7,1,-2,-1,0.020733118,,0,58
8,0,-2,-2,0.022698641,,0,58
7,0,-2,-2,0.023725033,,0,58
8,0,-3,-1,0.025302887,,0,58
7,1,-3,-2,0.025302887,,0,58
8,1,-3,-2,0.02630496,,0,58
8,1,-3,-2,0.027302265,,0,58
8,1,-3,-2,0.028298855,,0,58
9,0,-3,-2,0.02929616,,0,58
8,2,-3,-1,0.030293226,,0,58
8,1,-3,-2,0.032316923,,0,58
8,1,-3,-1,0.033284664,,0,58
8,1,-2,-2,0.033284664,,0,58
9,1,-3,-1,0.034703016,,0,58
9,1,-3,-2,0.035360336,,0,58
8,1,-2,-2,0.03601861,,0,58
9,1,-3,-1,0.036680222,,0,58
9,1,-3,-1,0.037281036,,0,58
9,0,-2,-2,0.037281036,,0,58
9,0,-3,-1,0.038277149,,0,58
8,2,-3,-1,0.039278269,,0,58
9,1,-2,-1,0.039278269,,0,58
9,1,-3,-1,0.040274858,,0,58
9,1,-3,-1,0.042303324,,0,58
9,1,-3,-2,0.043299198,,0,58
8,1,-3,-1,0.043299198,,0,58
9,1,-2,-1,0.044264317,,0,58
8,0,-3,-1,0.045809746,,0,58
8,1,-4,-1,0.04645133,,0,58
8,1,-3,-1,0.047089338,,0,58
8,1,-3,-1,0.047089338,,0,58
8,0,-3,-2,0.048089266,,0,58
8,1,-2,-1,0.048089266,,0,58
7,0,-2,-2,0.049086571,,0,58
8,0,-3,-1,0.050083876,,0,58
7,0,-3,-2,0.050083876,,0,58
7,1,-3,-1,0.052102566,,0,58
6,0,-3,-2,0.052102566,,0,58
7,0,-2,-2,0.053720713,,0,58
6,0,-2,-2,0.053720713,,0,58
6,0,-3,-1,0.054720163,,0,58
6,1,-3,-1,0.054720163,,0,58
7,-1,-2,-2,0.056293726,,0,58
6,1,-3,-1,0.056865692,,0,58
6,0,-2,-2,0.056865692,,0,58
6,-1,-3,-1,0.001580477,,0,54
6,0,-3,-2,0.002577305,,0,54
6,1,-2,0,0.002577305,,0,54
6,0,-2,-1,0.003574848,,0,54
6,-1,-2,-1,0.004572392,,0,54
6,1,-3,-1,0.004572392,,0,54
7,-1,-3,-1,0.005569696,,0,54
6,-1,-3,-2,0.00656724,,0,54
6,-1,-3,-1,0.00656724,,0,54
6,0,-3,-1,0.007564068,,0,54
6,-1,-3,-2,0.008561611,,0,54
8,0,-3,-2,0.008561611,,0,54
7,0,-3,-1,0.010588408,,0,54
7,0,-3,-2,0.010588408,,0,54
8,0,-3,-1,0.011553764,,0,54
7,0,-2,-1,0.012550592,,0,54
8,0,-2,-1,0.012550592,,0,54
8,1,-3,-1,0.013548374,,0,54
9,1,-2,-1,0.014545441,,0,54
8,0,-3,-1,0.014545441,,0,54
9,1,-2,-1,0.015542984,,0,54
8,1,-3,-1,0.016540766,,0,54
9,1,-3,0,0.016540766,,0,54
9,0,-3,-1,0.017538071,,0,54
9,0,-3,-2,0.018535614,,0,54
9,1,-3,-1,0.019534588,,0,54
9,0,-2,-1,0.020559549,,0,54
9,0,-3,-1,0.021526814,,0,54
10,1,-3,0,0.021526814,,0,54
11,0,-2,-1,0.022524357,,0,54
10,1,-3,-1,0.023521662,,0,54
10,1,-3,-1,0.023521662,,0,54
9,0,-3,-1,0.024519205,,0,54
10,0,-3,-1,0.025516033,,0,54
10,1,-2,-1,0.025516033,,0,54
10,0,-2,-2,0.026513815,,0,54
10,0,-3,-1,0.027511358,,0,54
10,0,-1,-1,0.027511358,,0,54
11,1,-3,-2,0.028508425,,0,54
10,0,-3,-1,0.035489798,,0,54
9,0,-3,-1,0.035489798,,0,54
9,0,-2,-1,0.036486626,,0,54
9,0,-3,0,0.036486626,,0,54
9,0,-3,-2,0.037483931,,0,54
9,0,-3,-1,0.038481474,,0,54
9,1,-3,-2,0.038481474,,0,54
9,0,-3,-1,0.039478779,,0,54
8,0,-3,-2,0.040476322,,0,54
7,0,-3,-2,0.040476322,,0,54
7,0,-3,-1,0.041474104,,0,54
7,0,-2,0,0.042470694,,0,54
6,0,-2,-2,0.042470694,,0,54
6,0,-3,-1,0.044496298,,0,54
6,0,-3,-1,0.044496298,,0,54
6,0,-2,-2,0.003475189,,0,45
6,0,-2,-1,0.005469084,,0,45
6,0,-3,-2,0.006467819,,0,45
6,0,-2,-1,0.007464409,,0,45
6,0,-3,-1,0.008901358,,0,45
6,0,-2,-2,0.008901358,,0,45
6,0,-3,0,0.009901762,,0,45
6,0,-3,-2,0.009901762,,0,45
7,0,-3,-1,0.011921883,,0,45
7,1,-3,-2,0.011921883,,0,45
8,0,-2,-1,0.012893915,,0,45
7,1,-3,-1,0.013890982,,0,45
8,0,-3,-1,0.013890982,,0,45
8,0,-3,-1,0.014888287,,0,45
8,0,-3,-1,0.015885592,,0,45
8,0,-2,-1,0.015885592,,0,45
7,1,-2,-1,0.016883135,,0,45
8,0,-3,-1,0.017879963,,0,45
9,1,-2,-2,0.017879963,,0,45
8,1,-3,-1,0.018877983,,0,45
8,0,-3,-2,0.019874811,,0,45
8,0,-2,0,0.019874811,,0,45
8,1,-3,-2,0.021899939,,0,45
9,0,-2,-2,0.022889853,,0,45
9,0,-3,-1,0.022889853,,0,45
8,1,-3,-1,0.023908854,,0,45
8,0,-2,-1,0.023908854,,0,45
9,0,-3,-1,0.024909496,,0,45
9,1,-2,-1,0.025936127,,0,45
8,1,-3,-1,0.025936127,,0,45
10,0,-2,-1,0.026934862,,0,45
9,0,-2,-2,0.027930737,,0,45
8,0,-3,-1,0.027930737,,0,45
8,1,-2,-1,0.028928518,,0,45
8,0,-2,0,0.029928446,,0,45
8,1,-2,0,0.029928446,,0,45
9,0,-3,-1,0.031890631,,0,45
8,0,-3,-1,0.032922268,,0,45
8,0,-3,-2,0.033908606,,0,45
8,0,-3,-2,0.033908606,,0,45
8,0,-2,-1,0.034905672,,0,45
7,0,-2,-1,0.035904169,,0,45
6,0,-3,-1,0.035904169,,0,45
6,0,-1,-2,0.036900043,,0,45
6,1,-3,-1,0.037898064,,0,45
-1,6,-2,-2,0.00346303,,1,48
-1,6,-2,-2,0.00346303,,1,48
-1,6,-2,-2,0.004460335,,1,48
0,6,-2,-3,0.005457401,,1,48
-1,6,-1,-3,0.005457401,,1,48
0,7,-1,-4,0.006454945,,1,48
1,6,-2,-2,0.007452488,,1,48
-1,6,-1,-3,0.007452488,,1,48
1,7,-2,-2,0.008449554,,1,48
0,8,0,-4,0.009446621,,1,48
1,8,-1,-3,0.009446621,,1,48
0,8,-1,-3,0.010444403,,1,48
0,9,-1,-3,0.012466192,,1,48
0,9,-2,-3,0.013465643,,1,48
1,9,-2,-3,0.013465643,,1,48
0,9,-2,-3,0.014433622,,1,48
1,10,-1,-3,0.015431643,,1,48
1,11,-2,-3,0.015431643,,1,48
0,10,-2,-4,0.016428232,,1,48
0,10,-2,-3,0.016428232,,1,48
1,10,-2,-2,0.017426491,,1,48
1,10,-2,-3,0.01842308,,1,48
0,10,-2,-3,0.019421101,,1,48
1,10,-2,-4,0.019421101,,1,48
1,10,-2,-4,0.020417213,,1,48
1,10,-2,-4,0.022442818,,1,48
0,10,-1,-4,0.023410559,,1,48
1,10,-2,-4,0.023410559,,1,48
1,10,-2,-3,0.024407148,,1,48
1,10,-1,-4,0.02540493,,1,48
1,10,-2,-3,0.02540493,,1,48
2,9,-1,-4,0.02640152,,1,48
1,10,-1,-4,0.027400017,,1,48
1,9,-1,-3,0.027400017,,1,48
1,8,-2,-3,0.028395891,,1,48
1,9,-1,-3,0.028395891,,1,48
0,8,-2,-3,0.029393196,,1,48
0,8,-2,-4,0.030390739,,1,48
1,8,-1,-4,0.030390739,,1,48
0,8,-2,-3,0.032416105,,1,48
0,7,-1,-4,0.033382654,,1,48
0,7,-2,-4,0.034381628,,1,48
0,7,-1,-3,0.034381628,,1,48
0,6,-2,-3,0.035377979,,1,48
-1,6,-2,-3,0.036375761,,1,48
0,7,-1,-3,0.036375761,,1,48
0,6,-1,-3,0.037371874,,1,48
-1,6,-1,-3,0.037371874,,1,48
0,6,-2,-3,0.005093813,,1,54
0,6,-1,-3,0.006580353,,1,54
