Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time
6,2,-2,-1,0.004688025
7,3,-3,-1,0.005685329
10,5,-2,0,0.008024931
13,6,-4,0,0.009364128
20,10,-4,0,0.010366917
33,14,-4,1,0.011364698
53,16,-4,0,0.013358116
79,17,-4,0,0.01535368
107,20,-4,0,0.016350031
135,21,-4,0,0.018385649
163,22,-4,0,0.019341469
190,25,-4,0,0.021336555
214,25,-4,0,0.023363829
236,27,-4,0,0.025327682
255,28,-4,0,0.026732206
272,29,-4,1,0.027734756
288,30,-4,1,0.0287323
302,31,-5,0,0.029727936
316,32,-4,0,0.030725479
330,32,-3,0,0.031723499
343,32,-4,0,0.033720255
355,33,-4,0,0.034717321
366,34,-5,0,0.035711765
375,34,-5,0,0.036708832
385,35,-5,1,0.03770709
394,35,-5,1,0.038704157
402,35,-4,-1,0.039701223
412,35,-3,0,0.040698528
420,36,-4,0,0.040698528
426,36,-5,0,0.041696072
432,37,-4,0,0.043720961
436,37,-5,0,0.043720961
439,38,-5,0,0.044687271
442,38,-4,0,0.045714855
445,39,-4,1,0.046682596
449,38,-4,0,0.046682596
452,39,-5,0,0.047679663
454,39,-5,1,0.048676968
454,38,-4,1,0.049674749
452,37,-4,0,0.049674749
447,36,-4,0,0.050672054
440,36,-4,0,0.051669836
431,35,-4,0,0.05369401
418,34,-5,1,0.05369401
401,33,-5,0,0.054661036
377,32,-4,1,0.055657864
346,29,-4,0,0.056727886
304,26,-4,0,0.056727886
248,21,-4,0,0.057758093
178,17,-4,1,0.058754921
109,11,-4,1,0.059628487
51,7,-4,1,0.060298204
16,4,-4,0,0.060298204
8,3,-3,-1,0.061297655
6,2,-3,0,0.063324451
6,1,-3,0,0.002596617
7,3,-3,-1,0.004499674
10,3,-4,0,0.005502224
20,3,-4,0,0.006499052
38,4,-5,0,0.007495403
66,3,-4,0,0.007495403
96,4,-5,0,0.008492708
127,3,-5,0,0.010516167
158,5,-5,1,0.011484623
188,4,-5,0,0.011484623
214,4,-5,0,0.012481451
238,4,-5,0,0.013478756
259,3,-5,0,0.013478756
278,4,-5,0,0.015403748
297,4,-4,0,0.016097307
313,4,-5,0,0.016097307
330,4,-4,0,0.017096758
345,5,-6,0,0.018102884
358,4,-4,1,0.018102884
373,4,-4,0,0.020118713
385,4,-4,0,0.020118713
398,3,-4,0,0.02165103
409,3,-4,0,0.022341251
419,4,-6,0,0.023093462
429,4,-5,1,0.023093462
438,4,-5,1,0.024092913
450,5,-5,0,0.025091648
462,4,-5,1,0.025921345
474,3,-5,0,0.025921345
486,4,-5,0,0.026921749
497,4,-5,0,0.027922392
506,4,-4,0,0.027922392
514,4,-4,0,0.02994132
520,4,-5,0,0.030911684
522,4,-6,0,0.031908989
522,4,-5,0,0.033385754
513,5,-5,1,0.034075975
490,4,-5,0,0.034783602
453,5,-5,0,0.035476208
403,3,-4,0,0.036167622
335,3,-4,-1,0.036167622
256,3,-5,-1,0.037167072
156,3,-5,0,0.038164616
51,2,-4,0,0.038164616
14,4,-4,0,0.040159464
9,2,-5,1,0.041157484
7,2,-4,-1,0.041157484
6,1,-4,-1,0.042154074
6,0,-2,-1,0.003120661
7,1,-4,1,0.004116535
9,1,-4,0,0.006082535
13,1,-5,1,0.007108212
20,1,-4,1,0.009019375
32,2,-4,0,0.010022163
51,2,-5,1,0.012058258
77,3,-5,1,0.014010668
106,2,-4,1,0.015424013
134,2,-5,1,0.016644478
161,2,-5,0,0.017646313
186,3,-5,1,0.019087315
209,3,-4,0,0.020089626
231,2,-5,1,0.022119522
251,2,-5,0,0.023080587
271,3,-5,1,0.025075197
289,3,-5,0,0.026072264
308,2,-4,1,0.027255535
326,2,-5,0,0.027255535
344,3,-5,0,0.028255463
361,2,-4,0,0.029705286
377,2,-5,0,0.029705286
394,3,-4,1,0.031716824
409,3,-5,1,0.031716824
423,2,-5,2,0.032686234
438,3,-5,1,0.033684015
451,3,-5,1,0.034750938
463,2,-5,1,0.035466433
473,2,-5,1,0.035466433
482,2,-4,2,0.036898851
489,3,-5,1,0.036898851
496,2,-5,1,0.03789854
501,3,-5,1,0.038896084
504,3,-5,1,0.038896084
505,2,-5,1,0.040922642
509,2,-4,1,0.041888714
511,2,-5,1,0.042917967
515,2,-4,1,0.043953657
519,2,-5,1,0.044641256
520,2,-5,2,0.044641256
520,2,-5,0,0.045641184
517,2,-4,1,0.046639919
513,3,-5,1,0.046639919
506,3,-5,0,0.048095465
499,2,-4,0,0.048095465
488,2,-4,2,0.049095392
474,3,-5,1,0.051177025
455,2,-5,0,0.051177025
433,2,-5,0,0.052144527
405,2,-5,1,0.053141832
363,2,-4,2,0.054189682
297,2,-5,0,0.054189682
210,2,-5,2,0.055136442
109,2,-4,0,0.056164026
34,2,-5,1,0.057164431
8,1,-3,0,0.058128834
6,0,-3,0,0.003698111
6,1,-4,-1,0.005661726
10,1,-5,0,0.006690979
16,2,-5,0,0.008684158
29,2,-5,1,0.009681702
51,2,-4,1,0.010679007
82,2,-4,1,0.012642145
116,2,-5,0,0.012642145
149,2,-5,1,0.013670921
181,3,-4,1,0.014667273
212,3,-5,1,0.014667273
242,3,-5,1,0.015635014
270,2,-5,1,0.016661644
296,2,-5,1,0.017662287
319,4,-4,1,0.017662287
340,3,-4,1,0.018656969
358,2,-5,1,0.019653797
375,3,-5,1,0.019653797
392,3,-4,2,0.020621061
406,3,-5,2,0.022617579
421,3,-4,2,0.023642302
435,2,-4,1,0.024763823
448,2,-5,1,0.025452375
461,3,-5,2,0.025452375
473,3,-5,1,0.026451826
485,3,-4,2,0.02755332
496,3,-5,1,0.028244257
506,4,-5,0,0.028938293
515,3,-5,0,0.029625654
524,3,-4,1,0.030254126
532,3,-5,2,0.030254126
537,3,-5,1,0.032280207
542,3,-4,0,0.032280207
546,4,-5,2,0.033246756
549,3,-4,1,0.034244537
552,3,-5,1,0.03524375
553,3,-4,2,0.03524375
555,3,-5,1,0.036239624
555,3,-5,1,0.037236691
554,3,-4,1,0.037236691
551,3,-4,1,0.039232969
544,3,-5,1,0.039232969
536,3,-5,2,0.040228128
520,3,-5,1,0.042253733
499,4,-5,1,0.043220997
466,2,-4,1,0.043220997
421,3,-5,1,0.044217825
360,3,-5,0,0.045478344
277,2,-5,2,0.046168566
182,2,-4,1,0.046168566
91,2,-5,1,0.047168255
37,2,-4,0,0.048166275
9,1,-5,1,0.048166275
6,0,-4,0,0.049162865
0,7,-1,-3,0.002979517
1,9,0,-4,0.003956795
2,15,0,-4,0.004948616
3,27,0,-4,0.006068468
2,43,0,-5,0.007069349
2,65,0,-6,0.008290291
3,89,1,-6,0.009290934
2,116,1,-6,0.017132759
3,144,0,-7,0.018143892
3,170,0,-6,0.019174814
4,194,1,-5,0.020176649
3,216,1,-6,0.021170139
3,237,1,-6,0.023158789
4,254,0,-6,0.024132252
4,272,0,-6,0.025129557
3,291,1,-7,0.02712512
3,311,0,-6,0.028124332
3,333,1,-7,0.03011632
3,357,0,-7,0.031114817
4,376,-1,-6,0.032113075
3,394,1,-7,0.033140421
3,408,0,-6,0.034139395
3,418,1,-7,0.035133123
3,430,0,-6,0.035133123
4,442,0,-7,0.03712821
3,455,0,-7,0.038095713
3,467,0,-7,0.038095713
4,476,1,-7,0.03912282
3,483,1,-7,0.04011941
3,487,1,-6,0.041086435
3,490,0,-6,0.041086435
3,490,1,-6,0.042115688
4,488,1,-7,0.043110371
3,484,1,-6,0.043110371
3,473,0,-7,0.044079781
3,453,0,-7,0.045106411
3,419,0,-7,0.046103477
2,362,0,-6,0.048084497
3,283,0,-6,0.04906702
4,187,0,-7,0.050091982
2,96,0,-6,0.051089287
2,33,0,-5,0.051089287
2,9,0,-5,0.05208683
2,6,0,-5,0.053085327
1,6,0,-4,0.001983643
1,8,-1,-4,0.002983809
2,13,0,-4,0.003978014
2,23,0,-5,0.005003929
3,42,0,-6,0.005003929
2,70,0,-5,0.006001711
3,97,-1,-6,0.006998777
3,127,1,-6,0.006998777
3,155,1,-5,0.007997036
3,182,1,-6,0.008993626
3,207,0,-5,0.009992123
4,230,0,-6,0.010987997
3,252,1,-6,0.01198554
3,272,0,-6,0.01198554
4,291,0,-5,0.012985706
3,310,0,-6,0.013980389
3,327,1,-6,0.014950991
3,343,0,-5,0.014950991
2,358,0,-5,0.015975237
3,372,0,-6,0.016972542
2,386,0,-5,0.016972542
3,399,0,-5,0.017971277
3,411,0,-6,0.018968821
3,423,0,-6,0.020934343
4,435,-1,-6,0.021959543
3,448,0,-6,0.022956848
4,458,0,-5,0.022956848
4,467,0,-6,0.023953915
3,474,0,-7,0.024950981
4,481,0,-6,0.024950981
4,488,0,-6,0.025948286
3,495,1,-5,0.026946068
3,501,0,-6,0.027942419
4,507,0,-6,0.027942419
4,513,0,-6,0.028939962
3,518,1,-5,0.030905962
3,522,1,-6,0.031903982
3,523,0,-6,0.031903982
3,523,1,-6,0.032931089
3,522,1,-6,0.033927679
3,521,0,-5,0.034897089
3,518,0,-6,0.035923243
3,515,0,-6,0.036890745
3,512,-1,-5,0.03788805
2,505,-1,-6,0.03788805
3,496,0,-5,0.038913965
3,478,0,-5,0.040910006
3,449,0,-6,0.040910006
3,398,0,-5,0.041905642
3,323,0,-6,0.042904854
3,217,0,-5,0.043906689
3,110,0,-6,0.043906689
2,20,-1,-4,0.044896126
2,6,0,-5,0.045895576
1,6,0,-4,0.002301216
1,7,0,-4,0.004325151
2,12,-1,-4,0.005323648
3,21,0,-5,0.006292343
2,34,0,-5,0.008443594
3,54,1,-6,0.009445906
3,74,2,-5,0.010442495
3,95,1,-5,0.011440516
4,116,1,-5,0.013436794
3,137,1,-6,0.014432669
3,157,2,-5,0.016426325
3,177,1,-6,0.017458916
3,197,1,-5,0.018421888
4,216,0,-6,0.020417929
3,233,2,-5,0.021446705
4,250,2,-5,0.023447275
3,266,1,-6,0.025402308
3,281,1,-5,0.026497841
3,297,2,-6,0.027535439
3,313,1,-5,0.029056072
3,327,1,-6,0.030278921
3,343,1,-6,0.031281471
4,357,1,-6,0.032278538
3,369,1,-7,0.033275843
3,382,0,-6,0.034304619
3,393,1,-6,0.035301924
3,403,0,-6,0.03629756
3,412,1,-5,0.037265062
3,420,1,-5,0.037265062
3,425,2,-5,0.03909421
2,430,0,-6,0.040096521
3,431,1,-6,0.040096521
3,434,1,-6,0.04112196
3,434,2,-6,0.043304443
3,434,1,-6,0.04403162
3,437,1,-6,0.04403162
3,443,1,-6,0.045031548
3,449,1,-5,0.046028852
3,453,1,-6,0.046028852
3,456,1,-6,0.047025442
3,457,2,-6,0.048023224
4,457,1,-5,0.048948526
3,454,1,-5,0.049632788
2,447,1,-6,0.049632788
3,440,1,-5,0.050632954
3,428,0,-6,0.052659512
2,413,1,-4,0.053625107
3,393,0,-6,0.054622412
3,366,1,-4,0.05561924
2,332,1,-5,0.05561924
3,293,1,-4,0.056616306
3,242,1,-5,0.057614088
3,177,1,-4,0.057614088
2,108,0,-6,0.059235573
3,48,1,-5,0.059900284
1,17,0,-5,0.059900284
0,6,-1,-3,0.002395391
1,10,-2,-4,0.003391504
1,20,0,-4,0.004391909
1,33,-1,-4,0.004391909
2,50,-1,-5,0.005383968
3,70,-1,-5,0.006384134
3,92,0,-6,0.006384134
2,116,0,-6,0.007352352
3,141,1,-6,0.008378744
4,165,0,-5,0.009351492
3,188,0,-5,0.009351492
3,207,1,-6,0.011371613
3,226,0,-6,0.012338161
3,243,1,-6,0.012338161
3,259,1,-5,0.013336658
2,272,0,-6,0.014344931
3,286,0,-6,0.015362024
2,297,0,-6,0.016328096
2,307,0,-6,0.017325878
3,317,0,-5,0.017325878
3,326,0,-6,0.01835227
3,334,-1,-6,0.019348621
2,342,1,-5,0.020348787
3,349,1,-5,0.021314383
3,357,0,-6,0.022344828
3,363,1,-6,0.022344828
3,370,0,-6,0.023340702
3,377,0,-6,0.0243361
2,384,0,-5,0.0243361
2,389,-1,-6,0.025333881
3,394,0,-6,0.026331663
3,399,0,-6,0.027327538
3,403,1,-6,0.027327538
3,407,0,-6,0.028297186
3,412,1,-5,0.029319286
3,416,1,-6,0.03132844
3,420,0,-7,0.032285452
4,425,1,-6,0.03328228
3,428,0,-6,0.034309626
3,432,0,-6,0.035306931
3,434,-1,-7,0.035306931
3,437,1,-6,0.036305666
3,438,0,-6,0.037301064
3,440,-1,-5,0.037301064
3,442,0,-7,0.038298845
2,444,0,-6,0.03929615
3,445,0,-6,0.03929615
3,446,-1,-5,0.041260958
3,445,0,-6,0.042258263
3,444,0,-6,0.042258263
3,441,-1,-6,0.043255329
2,437,-1,-6,0.044252634
4,429,0,-6,0.045249939
