Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time,,action,Length
35,2,-4,-1,0.013433218,,0,26
37,2,-2,-2,0.014429331,,0,26
41,3,-3,-2,0.015426874,,0,26
44,3,-3,-2,0.015426874,,0,26
48,3,-4,-1,0.016906977,,0,26
52,3,-2,-2,0.016906977,,0,26
55,4,-3,-2,0.017906427,,0,26
58,5,-4,-2,0.017906427,,0,26
59,4,-4,-1,0.018903494,,0,26
61,4,-4,-2,0.019901514,,0,26
61,5,-3,-2,0.020904779,,0,26
58,4,-3,-2,0.021919727,,0,26
53,4,-3,-1,0.022894382,,0,26
46,2,-3,-2,0.022894382,,0,26
34,2,-2,-1,0.024469376,,0,26
21,2,-3,-2,0.025167465,,0,26
9,3,-3,-1,0.025845528,,0,26
6,1,-2,-2,0.00297451,,0,24
6,2,-2,-2,0.003971338,,0,24
9,2,-2,-2,0.003971338,,0,24
9,3,-3,-2,0.00496912,,0,24
13,3,-3,-2,0.005966187,,0,24
14,4,-3,-1,0.005966187,,0,24
16,5,-3,-2,0.00696373,,0,24
19,6,-3,-1,0.007960558,,0,24
22,7,-3,-2,0.007960558,,0,24
25,8,-3,-2,0.008958578,,0,24
28,11,-2,-2,0.009955406,,0,24
30,13,-3,-2,0.009955406,,0,24
33,15,-4,-2,0.011980295,,0,24
35,16,-3,-2,0.011980295,,0,24
38,16,-3,-1,0.012947798,,0,24
38,17,-2,-2,0.013944626,,0,24
39,15,-3,-2,0.014942646,,0,24
37,14,-2,-3,0.014942646,,0,24
36,13,-3,-2,0.015939951,,0,24
33,11,-4,-2,0.016937256,,0,24
28,6,-2,-3,0.016937256,,0,24
19,4,-3,-2,0.017934084,,0,24
13,3,-3,-1,0.018931627,,0,24
7,2,-2,-2,0.019958496,,0,24
6,0,-2,-2,0.002234936,,0,27
6,0,-3,-1,0.003264189,,0,27
7,0,-2,-2,0.003264189,,0,27
9,1,-3,-2,0.004229307,,0,27
11,1,-3,-2,0.005258083,,0,27
15,1,-3,-2,0.005258083,,0,27
20,1,-3,-1,0.006224155,,0,27
24,0,-3,-2,0.007249832,,0,27
26,1,-2,-2,0.007249832,,0,27
29,2,-3,-1,0.008219004,,0,27
34,1,-3,-3,0.009244919,,0,27
37,2,-3,-2,0.009244919,,0,27
40,2,-3,-2,0.011209726,,0,27
42,3,-3,-1,0.011209726,,0,27
44,2,-3,-1,0.012208223,,0,27
44,2,-3,-2,0.013204336,,0,27
45,2,-2,-2,0.013204336,,0,27
44,3,-4,-2,0.014202833,,0,27
43,2,-3,-1,0.015229702,,0,27
42,3,-3,-2,0.015229702,,0,27
39,2,-2,-1,0.016197443,,0,27
35,2,-3,-2,0.017224312,,0,27
30,2,-3,-1,0.018193483,,0,27
24,1,-3,-1,0.018193483,,0,27
16,1,-3,-2,0.019218683,,0,27
10,1,-3,-1,0.021183729,,0,27
6,1,-3,-1,0.021183729,,0,27
6,-1,-2,-2,0.002599955,,0,26
8,-1,-2,-2,0.003596783,,0,26
11,0,-2,-2,0.003596783,,0,26
15,0,-2,-1,0.004594326,,0,26
19,0,-2,-1,0.005591631,,0,26
25,0,-2,-2,0.005591631,,0,26
30,0,-3,-2,0.006589174,,0,26
36,1,-3,-2,0.007586002,,0,26
41,0,-3,-1,0.008612871,,0,26
47,1,-2,-2,0.008612871,,0,26
53,1,-3,-2,0.009580612,,0,26
58,1,-3,-2,0.010579348,,0,26
63,1,-3,-2,0.011576653,,0,26
68,1,-4,-2,0.012573004,,0,26
72,1,-3,-1,0.013571024,,0,26
75,1,-3,-2,0.013571024,,0,26
78,1,-3,-1,0.014567614,,0,26
80,1,-3,0,0.015564919,,0,26
80,2,-3,-1,0.015564919,,0,26
79,1,-3,-2,0.016561985,,0,26
76,2,-3,-2,0.01755929,,0,26
71,0,-3,-1,0.01755929,,0,26
63,1,-3,-2,0.018557072,,0,26
52,1,-3,-1,0.0195539,,0,26
38,1,-2,-1,0.0195539,,0,26
15,0,-3,-2,0.021576881,,0,26
6,1,-2,-2,0.002733231,,0,33
8,0,-3,-2,0.003731012,,0,33
10,-1,-2,-2,0.003731012,,0,33
15,1,-3,-2,0.004728079,,0,33
18,0,-3,-1,0.005725622,,0,33
23,0,-2,-1,0.006722689,,0,33
25,0,-4,-2,0.006722689,,0,33
29,2,-3,-1,0.007719994,,0,33
33,0,-3,-2,0.008716822,,0,33
36,2,-3,-2,0.008716822,,0,33
40,1,-3,-1,0.009714842,,0,33
43,0,-3,-2,0.011711836,,0,33
47,2,-3,-2,0.01270771,,0,33
50,1,-3,-2,0.01270771,,0,33
52,1,-4,-1,0.013703823,,0,33
55,1,-4,-1,0.014701366,,0,33
57,1,-3,-2,0.014701366,,0,33
59,1,-4,-2,0.015699625,,0,33
61,1,-3,-2,0.016695976,,0,33
62,2,-3,-2,0.017693281,,0,33
64,1,-4,-1,0.017693281,,0,33
64,1,-4,-2,0.018690825,,0,33
64,1,-3,-2,0.019688129,,0,33
65,1,-3,-2,0.019688129,,0,33
63,2,-3,-2,0.021713495,,0,33
61,1,-3,-2,0.022680998,,0,33
58,1,-4,-2,0.022680998,,0,33
54,1,-3,-1,0.023677111,,0,33
48,1,-3,-2,0.024674892,,0,33
38,0,-3,-1,0.024674892,,0,33
28,0,-3,-2,0.025671959,,0,33
17,-1,-3,-1,0.026669502,,0,33
7,0,-2,-2,0.026669502,,0,33
6,-1,-2,-2,0.002915144,,0,29
8,0,-3,-2,0.003939629,,0,29
11,-1,-1,-2,0.004908323,,0,29
15,-1,-3,-2,0.004908323,,0,29
19,0,-3,-2,0.005935192,,0,29
23,-1,-3,-1,0.006932259,,0,29
27,0,-2,-1,0.006932259,,0,29
31,1,-3,-2,0.007899284,,0,29
35,1,-3,-2,0.008927584,,0,29
39,1,-4,-2,0.009893894,,0,29
45,1,-3,-1,0.009893894,,0,29
48,0,-3,-2,0.011888742,,0,29
52,1,-3,-2,0.012915373,,0,29
56,1,-3,-2,0.012915373,,0,29
59,1,-3,-2,0.013884544,,0,29
63,0,-4,-2,0.014910936,,0,29
65,1,-4,-2,0.015879631,,0,29
69,1,-4,-1,0.015879631,,0,29
70,1,-3,-2,0.016905785,,0,29
71,1,-4,-2,0.017906189,,0,29
71,1,-3,-2,0.017906189,,0,29
71,2,-3,-2,0.018877983,,0,29
67,0,-4,-2,0.019867659,,0,29
63,2,-3,-3,0.020865917,,0,29
57,1,-3,-2,0.021862507,,0,29
48,0,-4,-2,0.022859812,,0,29
37,1,-3,-2,0.022859812,,0,29
23,2,-2,-2,0.023892164,,0,29
9,1,-2,-2,0.024856806,,0,29
6,-2,-2,-2,0.002073526,,0,29
8,0,-3,-1,0.003099203,,0,29
12,0,-1,-2,0.004095554,,0,29
16,-1,-2,-2,0.004095554,,0,29
21,0,-3,-2,0.005064011,,0,29
26,-1,-3,-2,0.006090641,,0,29
30,0,-3,-2,0.007088423,,0,29
35,0,-3,-2,0.008063555,,0,29
39,0,-3,-2,0.008063555,,0,29
43,0,-3,-2,0.009066105,,0,29
47,1,-3,-3,0.01106739,,0,29
51,0,-4,-2,0.01106739,,0,29
55,1,-3,-2,0.012045145,,0,29
60,1,-3,-2,0.013061523,,0,29
64,1,-3,-2,0.013061523,,0,29
68,2,-3,-1,0.014039993,,0,29
71,0,-3,-1,0.01506424,,0,29
73,1,-4,-2,0.01606226,,0,29
75,1,-3,-2,0.01606226,,0,29
77,0,-3,-2,0.017031431,,0,29
76,0,-4,-1,0.018054724,,0,29
74,1,-4,-2,0.018054724,,0,29
72,0,-3,-1,0.019026279,,0,29
68,1,-3,-2,0.021049023,,0,29
60,1,-3,-2,0.022042513,,0,29
50,0,-4,-2,0.022710323,,0,29
39,0,-3,-2,0.023385286,,0,29
24,-1,-3,-2,0.023385286,,0,29
7,1,-3,-2,0.024385214,,0,29
6,0,-3,-2,0.004040718,,0,33
7,0,-3,-2,0.005066395,,0,33
11,0,-2,-2,0.006035089,,0,33
14,0,-3,-2,0.008051157,,0,33
17,0,-2,-1,0.008051157,,0,33
20,1,-2,-2,0.009025097,,0,33
22,1,-2,-2,0.010044813,,0,33
25,1,-4,-2,0.012019873,,0,33
27,1,-2,-2,0.012019873,,0,33
31,2,-3,-1,0.01303792,,0,33
36,1,-4,-2,0.014034271,,0,33
38,3,-4,-1,0.014034271,,0,33
43,1,-3,-1,0.015009165,,0,33
45,1,-4,-2,0.01603508,,0,33
48,1,-4,-1,0.016955137,,0,33
51,2,-3,-2,0.016955137,,0,33
53,1,-3,-1,0.017955542,,0,33
56,2,-3,-2,0.017955542,,0,33
56,2,-4,-2,0.018952608,,0,33
58,2,-4,-1,0.020978689,,0,33
58,2,-3,-2,0.021944284,,0,33
58,2,-3,-2,0.021944284,,0,33
58,1,-3,-2,0.023361206,,0,33
57,1,-3,-2,0.023361206,,0,33
56,1,-4,-2,0.024808645,,0,33
54,1,-4,-1,0.025477409,,0,33
53,1,-2,-2,0.026147604,,0,33
49,1,-3,-2,0.02681613,,0,33
44,1,-3,-2,0.027484655,,0,33
38,1,-3,-2,0.028151035,,0,33
27,1,-3,-2,0.028151035,,0,33
15,1,-3,-1,0.029151201,,0,33
6,0,-3,-2,0.029151201,,0,33
-2,6,-1,-3,0.004877567,,1,42
-2,6,-1,-2,0.004877567,,1,42
-2,7,-1,-3,0.005873919,,1,42
-3,8,-1,-2,0.006904125,,1,42
-1,11,-1,-2,0.007867575,,1,42
-2,14,-1,-2,0.007867575,,1,42
-2,19,0,-4,0.008894205,,1,42
-1,25,-2,-3,0.009862423,,1,42
-2,29,-2,-3,0.009862423,,1,42
-1,34,-1,-4,0.010900736,,1,42
-1,38,-1,-4,0.01310873,,1,42
-1,42,0,-4,0.013789177,,1,42
-1,47,-2,-4,0.014546871,,1,42
0,53,-1,-4,0.014546871,,1,42
0,58,0,-5,0.015546322,,1,42
-1,64,-1,-3,0.015546322,,1,42
0,68,-1,-5,0.016544104,,1,42
0,73,0,-4,0.017571211,,1,42
0,77,-1,-4,0.017571211,,1,42
0,82,-1,-5,0.019109726,,1,42
0,88,-1,-5,0.019109726,,1,42
0,91,-1,-5,0.020138741,,1,42
0,95,0,-5,0.021106958,,1,42
0,97,0,-5,0.022136688,,1,42
1,99,-1,-4,0.023133039,,1,42
1,100,-1,-5,0.023133039,,1,42
0,100,-1,-5,0.024099827,,1,42
1,100,-1,-6,0.025363445,,1,42
1,100,0,-5,0.026030779,,1,42
0,100,-1,-5,0.026030779,,1,42
1,100,-1,-5,0.027030706,,1,42
1,99,-1,-4,0.028028965,,1,42
0,97,-1,-4,0.028028965,,1,42
1,95,0,-5,0.029025078,,1,42
0,92,-1,-4,0.030022621,,1,42
0,88,-1,-4,0.030022621,,1,42
1,82,-1,-5,0.032047272,,1,42
0,73,-1,-4,0.033014774,,1,42
0,63,-1,-4,0.033014774,,1,42
0,47,-1,-4,0.034011602,,1,42
0,29,-1,-4,0.035013676,,1,42
-1,8,-1,-3,0.036007166,,1,42
-3,6,-1,-2,0.003075838,,1,38
-2,7,-1,-2,0.004099131,,1,38
-2,11,-2,-3,0.006070137,,1,38
-2,15,-1,-4,0.007095814,,1,38
-1,18,-1,-3,0.008093596,,1,38
-2,21,-1,-4,0.01105547,,1,38
-1,27,-1,-4,0.013079882,,1,38
-1,31,-1,-4,0.014077425,,1,38
-1,35,0,-4,0.016066313,,1,38
-1,40,-1,-3,0.017070055,,1,38
-1,43,-1,-4,0.018759727,,1,38
0,49,-1,-4,0.020794868,,1,38
-1,52,-1,-4,0.022760391,,1,38
0,56,-1,-4,0.024094343,,1,38
-1,60,-1,-4,0.025096178,,1,38
0,64,-1,-4,0.026130199,,1,38
-1,67,-1,-4,0.027091265,,1,38
0,69,-1,-4,0.02808857,,1,38
0,72,-2,-4,0.029085636,,1,38
0,75,-1,-5,0.031113625,,1,38
0,77,0,-4,0.03275609,,1,38
0,78,0,-5,0.03275609,,1,38
0,80,-1,-4,0.033758402,,1,38
0,81,-1,-5,0.035345316,,1,38
0,82,-1,-4,0.036170959,,1,38
0,82,-1,-4,0.036170959,,1,38
0,82,-1,-4,0.037171364,,1,38
0,80,-1,-5,0.03816843,,1,38
0,78,-1,-4,0.039166689,,1,38
0,75,0,-4,0.039166689,,1,38
1,72,-1,-4,0.041190386,,1,38
0,68,-1,-3,0.041190386,,1,38
-1,63,-1,-4,0.042892694,,1,38
0,56,0,-4,0.043560743,,1,38
0,47,-1,-4,0.043560743,,1,38
0,31,-1,-4,0.044560432,,1,38
-1,16,0,-3,0.04556036,,1,38
0,6,-1,-3,0.04556036,,1,38
-2,6,-1,-3,0.002380133,,1,33
-2,6,-1,-3,0.004723787,,1,33
-1,6,-1,-2,0.005727053,,1,33
-1,8,0,-3,0.006723404,,1,33
-1,11,0,-3,0.007719278,,1,33
-1,16,-1,-3,0.007719278,,1,33
-1,21,0,-4,0.008716822,,1,33
-1,26,-1,-3,0.009714127,,1,33
0,30,-1,-4,0.011240005,,1,33
-1,35,0,-4,0.011934757,,1,33
0,38,-1,-4,0.011934757,,1,33
0,42,-1,-3,0.012934446,,1,33
0,47,-1,-4,0.012934446,,1,33
-1,52,-1,-4,0.013931751,,1,33
0,55,-2,-4,0.014929056,,1,33
0,58,-1,-4,0.01592803,,1,33
0,62,-1,-4,0.01592803,,1,33
1,66,-1,-3,0.016923666,,1,33
1,69,0,-4,0.017921448,,1,33
1,72,0,-5,0.017921448,,1,33
0,75,-1,-4,0.019939661,,1,33
1,76,0,-5,0.019939661,,1,33
0,78,-1,-4,0.020913124,,1,33
1,79,-1,-4,0.021910191,,1,33
1,79,0,-4,0.021910191,,1,33
0,79,0,-4,0.022907495,,1,33
1,76,-1,-4,0.0239048,,1,33
0,73,0,-4,0.0239048,,1,33
0,66,-1,-5,0.024902105,,1,33
0,58,0,-3,0.025899887,,1,33
0,45,-1,-4,0.025899887,,1,33
-1,29,-1,-3,0.026896715,,1,33
0,8,-1,-3,0.027894258,,1,33
-2,6,0,-3,0.004156828,,1,35
-2,6,-1,-3,0.005153894,,1,35
-2,6,0,-3,0.007308483,,1,35
-2,8,-1,-3,0.008309364,,1,35
-1,10,0,-3,0.008309364,,1,35
-2,14,-1,-4,0.009306669,,1,35
-1,18,-1,-3,0.010304451,,1,35
-1,22,-1,-3,0.011301517,,1,35
-1,27,0,-4,0.01233387,,1,35
-1,31,0,-4,0.01233387,,1,35
-1,37,-1,-4,0.013297081,,1,35
-1,42,-1,-4,0.014323235,,1,35
-1,48,0,-4,0.014323235,,1,35
-1,53,-1,-5,0.015291929,,1,35
0,56,-1,-4,0.016317844,,1,35
0,60,-1,-3,0.017288208,,1,35
0,64,-1,-5,0.017288208,,1,35
-1,67,-1,-5,0.018314123,,1,35
0,71,0,-5,0.019310713,,1,35
0,74,1,-5,0.019310713,,1,35
0,76,0,-5,0.020303011,,1,35
0,78,0,-5,0.022297144,,1,35
1,80,0,-5,0.023568153,,1,35
0,81,0,-4,0.024234056,,1,35
0,82,-1,-5,0.024915934,,1,35
0,82,-1,-4,0.02560854,,1,35
0,80,0,-5,0.026268959,,1,35
0,78,0,-5,0.026912212,,1,35
0,75,-1,-5,0.026912212,,1,35
0,69,-1,-5,0.027911901,,1,35
-1,64,-1,-5,0.02891016,,1,35
-1,52,-1,-4,0.02891016,,1,35
1,40,-1,-5,0.02990675,,1,35
-1,22,-1,-5,0.030905008,,1,35
-1,8,-1,-4,0.031939507,,1,35
-1,6,-1,-3,0.004567623,,1,36
-2,7,-2,-3,0.005563974,,1,36
-1,8,-1,-4,0.007529497,,1,36
-1,12,-1,-4,0.008556843,,1,36
-2,14,-2,-3,0.009521723,,1,36
-2,17,-2,-4,0.009521723,,1,36
-1,22,-2,-3,0.010519028,,1,36
-1,27,-1,-4,0.01254487,,1,36
-1,32,-1,-4,0.01254487,,1,36
-1,34,-1,-3,0.013510942,,1,36
0,39,-1,-4,0.014536619,,1,36
-1,42,0,-3,0.014536619,,1,36
-1,46,-1,-3,0.015505314,,1,36
-1,51,-1,-3,0.01653409,,1,36
-1,55,-1,-4,0.0175035,,1,36
0,59,-1,-4,0.0175035,,1,36
0,64,-1,-4,0.018530846,,1,36
0,67,-1,-4,0.019497633,,1,36
0,70,0,-5,0.019497633,,1,36
0,73,-1,-5,0.020516634,,1,36
0,75,-1,-5,0.021509171,,1,36
0,75,-1,-5,0.022486448,,1,36
-1,76,-1,-4,0.023510456,,1,36
0,76,0,-5,0.023510456,,1,36
0,75,-1,-4,0.024481297,,1,36
0,74,0,-4,0.025509357,,1,36
0,72,-1,-4,0.025509357,,1,36
-1,70,-1,-4,0.026476145,,1,36
0,67,-1,-4,0.027498722,,1,36
0,63,-1,-5,0.028604031,,1,36
0,58,-1,-4,0.029271603,,1,36
-1,51,-1,-4,0.029271603,,1,36
0,43,-1,-3,0.030271292,,1,36
-1,32,-1,-4,0.032295942,,1,36
-1,12,-1,-4,0.033313751,,1,36
-1,6,-1,-4,0.033979654,,1,36
-1,6,0,-2,0.00240159,,1,40
-2,6,-1,-4,0.003399134,,1,40
-2,8,-1,-2,0.003399134,,1,40
-1,9,0,-4,0.004396677,,1,40
-2,13,-1,-2,0.005393744,,1,40
-2,16,-1,-3,0.005393744,,1,40
-1,18,-1,-4,0.00639081,,1,40
-1,21,-1,-4,0.00738883,,1,40
-1,25,0,-4,0.00738883,,1,40
-1,29,-1,-4,0.008385658,,1,40
-1,32,0,-4,0.009382963,,1,40
-1,37,-1,-5,0.01038146,,1,40
0,42,-1,-4,0.01137948,,1,40
-1,47,-1,-3,0.012388706,,1,40
-1,51,0,-4,0.013372183,,1,40
0,55,-1,-4,0.013372183,,1,40
-1,57,0,-5,0.014369488,,1,40
0,60,0,-4,0.01536727,,1,40
0,62,-1,-4,0.01536727,,1,40
-1,65,-1,-5,0.016364574,,1,40
1,68,-1,-5,0.017361641,,1,40
1,72,0,-5,0.017361641,,1,40
0,75,0,-4,0.018359184,,1,40
1,79,-1,-4,0.019356489,,1,40
0,83,-1,-5,0.019356489,,1,40
0,87,-1,-4,0.021350861,,1,40
1,89,-1,-4,0.022348404,,1,40
1,92,-1,-4,0.022348404,,1,40
1,93,-1,-5,0.023346186,,1,40
0,93,-1,-5,0.024344921,,1,40
0,92,-1,-4,0.024344921,,1,40
0,90,0,-5,0.025340557,,1,40
0,86,-1,-5,0.0263381,,1,40
1,80,-1,-4,0.027335644,,1,40
0,72,-1,-4,0.028332472,,1,40
0,63,-1,-3,0.028332472,,1,40
0,50,-1,-4,0.029329777,,1,40
-1,35,-1,-4,0.031354427,,1,40
-1,15,-1,-4,0.032321215,,1,40
-2,6,-1,-2,0.032321215,,1,40
-2,6,0,-3,0.00272727,,1,23
-2,6,0,-2,0.003693104,,1,23
-1,9,0,-3,0.004718781,,1,23
-2,12,0,-4,0.004718781,,1,23
-2,17,-1,-4,0.005722284,,1,23
-1,23,-1,-4,0.00671339,,1,23
0,29,0,-4,0.00671339,,1,23
0,32,-1,-4,0.007682085,,1,23
0,37,-1,-4,0.008708954,,1,23
0,41,0,-4,0.008708954,,1,23
0,45,-1,-4,0.009676456,,1,23
0,46,-1,-4,0.010698557,,1,23
0,49,-1,-4,0.010698557,,1,23
-1,51,-1,-4,0.012693405,,1,23
0,52,0,-4,0.012693405,,1,23
0,50,-1,-5,0.013665915,,1,23
0,49,-1,-3,0.014688253,,1,23
0,47,0,-4,0.015621424,,1,23
0,43,-1,-4,0.016289949,,1,23
0,39,-1,-3,0.016960144,,1,23
-1,34,-1,-4,0.017650366,,1,23
-1,23,-1,-4,0.017650366,,1,23
-1,11,-1,-3,0.018650532,,1,23
-2,6,-1,-1,0.003517151,,1,39
-1,6,0,-2,0.004519939,,1,39
-2,8,-1,-3,0.005852699,,1,39
-2,11,-1,-3,0.006853819,,1,39
-1,14,0,-3,0.00785017,,1,39
-2,19,-1,-3,0.00785017,,1,39
-1,25,0,-3,0.008847952,,1,39
0,30,-1,-4,0.009845018,,1,39
-1,35,0,-4,0.010843754,,1,39
-1,40,-1,-3,0.011863708,,1,39
0,45,-1,-3,0.011863708,,1,39
-1,49,-1,-4,0.01283741,,1,39
-1,54,-1,-5,0.01414299,,1,39
-1,58,-1,-5,0.014759779,,1,39
0,64,0,-4,0.014759779,,1,39
0,68,-1,-5,0.015782833,,1,39
-1,73,-1,-5,0.016866207,,1,39
0,76,-1,-4,0.016866207,,1,39
0,80,-1,-5,0.017866611,,1,39
0,83,0,-4,0.018867493,,1,39
1,85,0,-4,0.018867493,,1,39
0,87,0,-4,0.019861221,,1,39
0,87,-1,-5,0.021888018,,1,39
0,88,0,-4,0.022859097,,1,39
0,88,-1,-3,0.023850679,,1,39
1,88,-1,-5,0.023850679,,1,39
1,87,-1,-5,0.025250912,,1,39
0,88,-1,-4,0.025250912,,1,39
0,87,-1,-4,0.026251554,,1,39
0,85,-1,-5,0.027249575,,1,39
0,82,-1,-4,0.028278351,,1,39
0,78,-1,-4,0.029273033,,1,39
0,73,-1,-4,0.029273033,,1,39
0,68,0,-5,0.031466722,,1,39
0,61,-1,-4,0.032142878,,1,39
0,52,-1,-4,0.032809973,,1,39
0,41,-1,-3,0.0334723,,1,39
-1,26,-1,-4,0.0334723,,1,39
-1,10,0,-4,0.034472227,,1,39
-2,6,-1,-3,0.004204512,,1,34
-1,6,0,-2,0.005197763,,1,34
-1,10,-1,-3,0.00719142,,1,34
-2,14,-1,-2,0.008440971,,1,34
-2,19,-1,-3,0.009124279,,1,34
-1,26,-1,-4,0.009806395,,1,34
-2,34,-1,-3,0.009806395,,1,34
-1,41,-1,-4,0.010806322,,1,34
-1,47,-1,-4,0.012848616,,1,34
0,53,-1,-4,0.012848616,,1,34
0,58,0,-4,0.01379776,,1,34
-1,63,-1,-5,0.014795303,,1,34
0,68,0,-5,0.015794039,,1,34
0,74,-1,-5,0.015794039,,1,34
-1,79,-1,-4,0.016790152,,1,34
0,84,0,-4,0.017787457,,1,34
-1,90,-1,-5,0.018593788,,1,34
0,94,-1,-5,0.019255161,,1,34
0,97,-1,-5,0.019255161,,1,34
-1,100,0,-6,0.020254612,,1,34
1,102,0,-5,0.020254612,,1,34
0,103,-1,-4,0.022273302,,1,34
0,103,-1,-4,0.023247957,,1,34
0,101,0,-4,0.023247957,,1,34
0,99,-1,-4,0.024705172,,1,34
0,95,1,-5,0.025345802,,1,34
0,90,-1,-5,0.025345802,,1,34
0,85,0,-4,0.026345491,,1,34
0,78,-1,-4,0.026345491,,1,34
0,68,-1,-4,0.027342796,,1,34
0,54,0,-5,0.028718233,,1,34
-1,38,-1,-5,0.029420376,,1,34
-1,15,-1,-4,0.029420376,,1,34
-1,6,-1,-3,0.030419588,,1,34
-1,6,-1,-3,0.004117012,,1,29
-1,6,-1,-2,0.005114555,,1,29
-2,9,-1,-3,0.006112576,,1,29
-1,13,-1,-3,0.008107424,,1,29
-1,18,-1,-3,0.009105206,,1,29
-1,24,-1,-3,0.011101246,,1,29
-2,30,-1,-4,0.012097359,,1,29
-2,38,-1,-4,0.014090538,,1,29
-1,44,0,-4,0.015088797,,1,29
-1,50,-1,-4,0.017084837,,1,29
0,56,0,-3,0.018079996,,1,29
-1,60,-1,-5,0.019565344,,1,29
0,65,-1,-4,0.020597935,,1,29
-1,68,-1,-4,0.022596359,,1,29
0,71,-1,-4,0.023598909,,1,29
0,73,0,-4,0.024584055,,1,29
-1,75,-1,-5,0.025580883,,1,29
-1,77,-1,-5,0.02657938,,1,29
-1,77,0,-4,0.027548075,,1,29
0,77,-1,-3,0.028545618,,1,29
-1,77,-1,-4,0.029542685,,1,29
-1,74,0,-3,0.030540228,,1,29
0,70,0,-4,0.030540228,,1,29
-1,66,-1,-4,0.032571554,,1,29
-1,60,-1,-4,0.032571554,,1,29
-1,50,-1,-4,0.033532858,,1,29
-1,39,0,-3,0.034559965,,1,29
-1,21,-1,-4,0.034559965,,1,29
-2,9,-1,-3,0.035527468,,1,29
-3,-1,6,-1,0.004931688,,2,66
-2,-1,7,-2,0.005961657,,2,66
